label,url,hostname,length_of_fqdn,replica_in_fqdn,in_top_one_million,num_of_currencies_seen,num_of_duplicate_prices_seen,percent_savings,contain_emails,large_iframes,china_registered,under_a_year,china_registered_dummy,under_a_year_dummy
0,http://www.readingtimes.com.tw/,www.readingtimes.com.tw,23,0,0,0,0,0,0,0,0,0,1,0
0,http://www.readingtimes.com.tw/ReadingTimes/default.aspx,www.readingtimes.com.tw,23,0,0,0,0,0,0,0,0,0,1,1
0,http://www.mackids.com.tw/,www.mackids.com.tw,18,0,0,1,1,0.25,0,0,0,0,1,0
0,http://www.srbook.com.tw/,www.srbook.com.tw,17,0,0,0,0,0,0,0,0,0,1,1
0,http://www.public.com.tw/,www.public.com.tw,17,0,0,0,0,0,0,0,0,0,1,0
0,https://www.spbook.com.tw/,www.spbook.com.tw,17,0,0,0,0,0,0,0,0,0,1,1
0,https://www.myefuhouse.com/,www.myefuhouse.com,18,0,0,0,0,0,0,0,0,0,0,0
0,http://www.muji.com/,www.muji.com,12,0,0,0,0,0,0,0,0,0,0,0
0,http://www.yc8899.com.tw/,www.yc8899.com.tw,17,0,0,1,6,0.10714285714285714,0,0,0,0,1,1
0,https://www.chuyu-culture.com/,www.chuyu-culture.com,21,0,0,1,6,0.10714285714285714,0,0,0,0,0,0
0,https://www.pcone.com.tw/,www.pcone.com.tw,16,0,0,1,3,0.9597132471728594,0,0,0,0,1,0
0,https://m.pcone.com.tw/,m.pcone.com.tw,14,0,0,1,3,0.9597132471728594,0,0,0,0,1,1
0,https://www.9x9.tw/,www.9x9.tw,10,0,0,1,1,1,0,0,0,0,1,0
0,http://www.gwt.com.tw/,www.gwt.com.tw,14,0,0,0,0,0,0,0,0,0,1,1
